MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS (L),TRANSMISSION,FUEL TYPE,FUEL CONS: CITY (L/100 km),FUEL CONS: HWY (L/100 km),CO2 RATING,SMOG RATING,CO2 EMISSIONS(g/km) 
AUDI,S8,MID-SIZE,4.0,8.0,AS8,Z,16.2,9.9,3.0,3.0,313.0
AUDI,SQ5,SUV - SMALL,3.0,6.0,AM8,Z,12.7,10.0,4.0,5.0,270.0
AUDI,TT COUPE QUATTRO,SUBCOMPACT,2.0,4.0,AM6,X,10.1,7.8,5.0,7.0,209.0
AUDI,TT ROADSTER QUATTRO,TWO-SEATER,2.0,4.0,AM6,X,10.1,7.8,5.0,7.0,209.0
AUDI,TT RS,SUBCOMPACT,2.5,5.0,AM7,Z,12.3,8.2,5.0,3.0,245.0
AUDI,TTS COUPE,SUBCOMPACT,2.0,4.0,AM6,Z,10.3,8.6,5.0,3.0,222.0
BENTLEY,BENTAYGA,SUV - STANDARD,6.0,12.0,AS8,Z,18.8,12.2,2.0,3.0,370.0
BENTLEY,CONTINENTAL GT CONVERTIBLE,COMPACT,6.0,12.0,AS8,Z,20.4,12.0,1.0,1.0,389.0
BENTLEY,CONTINENTAL SUPERSPORTS,COMPACT,6.0,12.0,AS8,Z,20.4,12.0,1.0,1.0,389.0
BENTLEY,FLYING SPUR,MID-SIZE,4.0,8.0,AS8,Z,18.8,10.7,2.0,3.0,353.0
BENTLEY,FLYING SPUR,MID-SIZE,6.0,12.0,AS8,Z,20.4,12.0,1.0,1.0,389.0
BENTLEY,MULSANNE,MID-SIZE,6.8,8.0,AS8,Z,20.9,13.0,1.0,1.0,405.0
BMW,230i COUPE,SUBCOMPACT,2.0,4.0,AS8,Z,9.8,6.8,6.0,7.0,197.0
BMW,230i COUPE,SUBCOMPACT,2.0,4.0,M6,Z,11.1,7.3,5.0,7.0,219.0
BMW,230i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,230i xDRIVE COUPE,SUBCOMPACT,2.0,4.0,AS8,Z,9.9,7.1,6.0,7.0,202.0
BMW,328d xDRIVE,COMPACT,2.0,4.0,AS8,D,7.8,5.9,7.0,3.0,184.0
BMW,328d xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,D,7.8,5.9,7.0,3.0,184.0
BMW,330i xDRIVE,COMPACT,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,330i xDRIVE GRAN TURISMO,FULL-SIZE,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,330i xDRIVE TOURING,STATION WAGON - SMALL,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,340i,COMPACT,3.0,6.0,AS8,Z,9.2,6.2,7.0,3.0,183.0
BMW,340i,COMPACT,3.0,6.0,M6,Z,12.1,8.1,5.0,3.0,240.0
BMW,340i xDRIVE,COMPACT,3.0,6.0,AS8,Z,11.1,7.5,5.0,3.0,223.0
BMW,340i xDRIVE,COMPACT,3.0,6.0,M6,Z,12.2,8.4,5.0,3.0,245.0
BMW,340i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6.0,AS8,Z,11.8,7.9,5.0,3.0,235.0
BMW,430i xDRIVE CABRIOLET,SUBCOMPACT,2.0,4.0,AS8,Z,10.7,7.3,5.0,7.0,214.0
BMW,430i xDRIVE COUPE,COMPACT,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,430i xDRIVE GRAN COUPE,COMPACT,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,440i COUPE,COMPACT,3.0,6.0,AS8,Z,9.2,6.2,7.0,3.0,183.0
BMW,440i COUPE,COMPACT,3.0,6.0,M6,Z,12.1,8.1,5.0,3.0,240.0
BMW,440i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,11.8,7.9,5.0,3.0,235.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6.0,AS8,Z,11.1,7.5,5.0,3.0,223.0
BMW,440i xDRIVE COUPE,COMPACT,3.0,6.0,M6,Z,12.2,8.4,5.0,3.0,245.0
BMW,440i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,11.1,7.5,5.0,3.0,223.0
BMW,530i xDRIVE,MID-SIZE,2.0,4.0,AS8,Z,10.2,7.2,6.0,7.0,208.0
BMW,540i xDRIVE,MID-SIZE,3.0,6.0,AS8,Z,11.6,8.1,5.0,5.0,236.0
BMW,640i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,12.3,8.4,4.0,3.0,248.0
BMW,640i xDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,12.3,8.4,4.0,3.0,248.0
BMW,640i xDRIVE GRAN TURISMO,FULL-SIZE,3.0,6.0,AS8,Z,11.9,8.4,5.0,5.0,241.0
BMW,650i xDRIVE CABRIOLET,SUBCOMPACT,4.4,8.0,AS8,Z,14.7,9.6,3.0,3.0,292.0
BMW,650i xDRIVE COUPE,SUBCOMPACT,4.4,8.0,AS8,Z,14.0,10.0,3.0,3.0,286.0
BMW,650i xDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,Z,14.7,9.6,3.0,3.0,292.0
BMW,750i xDRIVE,FULL-SIZE,4.4,8.0,AS8,Z,14.7,9.6,3.0,3.0,292.0
BMW,750i xDRIVE SWB,FULL-SIZE,4.4,8.0,AS8,Z,14.3,9.4,4.0,3.0,283.0
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,4.4,8.0,AS8,Z,14.7,9.6,3.0,3.0,292.0
BMW,M2,SUBCOMPACT,3.0,6.0,AM7,Z,11.8,8.9,5.0,3.0,245.0
BMW,M2,SUBCOMPACT,3.0,6.0,M6,Z,13.1,9.2,4.0,3.0,267.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,10.9,7.7,5.0,3.0,222.0
BMW,M240i CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,12.7,8.7,4.0,3.0,255.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6.0,AS8,Z,10.9,7.7,5.0,3.0,222.0
BMW,M240i COUPE,SUBCOMPACT,3.0,6.0,M6,Z,12.5,8.4,4.0,3.0,249.0
BMW,M240i xDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,11.2,7.8,5.0,3.0,227.0
BMW,M240i xDRIVE COUPE,SUBCOMPACT,3.0,6.0,AS8,Z,11.2,7.8,5.0,3.0,227.0
BMW,M3,COMPACT,3.0,6.0,AM7,Z,13.5,9.9,4.0,3.0,280.0
BMW,M3,COMPACT,3.0,6.0,M6,Z,13.5,9.3,4.0,3.0,273.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,AM7,Z,14.5,10.5,3.0,3.0,299.0
BMW,M4 CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,13.8,9.4,4.0,3.0,280.0
BMW,M4 COUPE,COMPACT,3.0,6.0,AM7,Z,13.5,9.9,4.0,3.0,280.0
BMW,M4 COUPE,COMPACT,3.0,6.0,M6,Z,13.5,9.3,4.0,3.0,273.0
BMW,M550i xDRIVE,MID-SIZE,4.4,8.0,AS8,Z,14.3,9.4,4.0,3.0,283.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8.0,AM7,Z,17.3,11.6,2.0,3.0,344.0
BMW,M6 CABRIOLET,SUBCOMPACT,4.4,8.0,M6,Z,16.2,10.9,3.0,3.0,324.0
BMW,M6 COUPE,SUBCOMPACT,4.4,8.0,AM7,Z,17.3,11.6,2.0,3.0,344.0
BMW,M6 COUPE,SUBCOMPACT,4.4,8.0,M6,Z,16.2,10.9,3.0,3.0,324.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8.0,AM7,Z,17.3,11.6,2.0,3.0,344.0
BMW,M6 GRAN COUPE,COMPACT,4.4,8.0,M6,Z,16.2,10.9,3.0,3.0,324.0
BMW,M760i xDRIVE,FULL-SIZE,6.6,12.0,AS8,Z,17.7,11.9,2.0,3.0,355.0
BMW,X1 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,Z,10.7,7.5,5.0,7.0,217.0
BMW,X2 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,Z,11.0,7.7,5.0,7.0,222.0
BMW,X3 xDRIVE30i,SUV - SMALL,2.0,4.0,AS8,Z,10.8,8.0,5.0,7.0,223.0
BMW,X3 M40i,SUV - SMALL,3.0,6.0,AS8,Z,11.7,8.6,5.0,5.0,241.0
BMW,X4 xDRIVE28i,SUV - SMALL,2.0,4.0,AS8,Z,11.8,8.6,5.0,3.0,240.0
BMW,X4 M40i,SUV - SMALL,3.0,6.0,AS8,Z,12.9,9.5,4.0,3.0,266.0
BMW,X5 xDRIVE35d,SUV - STANDARD,3.0,6.0,AS8,D,10.3,8.0,4.0,3.0,246.0
BMW,X5 xDRIVE35i,SUV - STANDARD,3.0,6.0,AS8,Z,13.0,9.8,4.0,3.0,270.0
BMW,X5 xDRIVE50i,SUV - STANDARD,4.4,8.0,AS8,Z,15.4,11.2,3.0,3.0,317.0
BMW,X5 M,SUV - STANDARD,4.4,8.0,AS8,Z,16.6,12.1,2.0,3.0,341.0
BMW,X6 xDRIVE35i,SUV - STANDARD,3.0,6.0,AS8,Z,13.0,9.8,4.0,3.0,270.0
BMW,X6 xDRIVE50i,SUV - STANDARD,4.4,8.0,AS8,Z,15.4,11.2,3.0,3.0,317.0
BMW,X6 M,SUV - STANDARD,4.4,8.0,AS8,Z,16.6,12.1,2.0,3.0,341.0
BUGATTI,CHIRON,TWO-SEATER,8.0,16.0,AM7,Z,26.8,16.6,1.0,1.0,522.0
BUICK,ENCLAVE,SUV - STANDARD,3.6,6.0,AS9,X,12.9,9.0,4.0,5.0,263.0
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6.0,AS9,X,13.8,9.4,4.0,5.0,277.0
BUICK,ENCORE,SUV - SMALL,1.4,4.0,AS6,X,9.3,7.2,6.0,3.0,194.0
BUICK,ENCORE (SIDI with Stop/Start),SUV - SMALL,1.4,4.0,AS6,X,8.6,7.1,7.0,3.0,185.0
BUICK,ENCORE AWD,SUV - SMALL,1.4,4.0,AS6,X,9.9,7.8,5.0,3.0,210.0
BUICK,ENCORE AWD (SIDI with Stop/Start),SUV - SMALL,1.4,4.0,AS6,X,9.0,7.6,6.0,3.0,196.0
BUICK,ENVISION AWD,SUV - SMALL,2.0,4.0,A6,Z,11.8,9.1,4.0,3.0,248.0
BUICK,ENVISION AWD,SUV - SMALL,2.5,4.0,A6,X,11.1,8.6,5.0,5.0,234.0
BUICK,LACROSSE,MID-SIZE,3.6,6.0,AS9,X,11.3,7.9,5.0,5.0,228.0
BUICK,LACROSSE eASSIST,MID-SIZE,2.5,4.0,A6,X,9.3,6.7,6.0,5.0,190.0
BUICK,LACROSSE AWD,MID-SIZE,3.6,6.0,AS9,X,11.8,8.0,5.0,5.0,237.0
BUICK,REGAL,FULL-SIZE,2.0,4.0,AS9,Z,10.7,7.4,5.0,5.0,217.0
BUICK,REGAL AWD,FULL-SIZE,2.0,4.0,AS8,Z,11.0,8.0,5.0,5.0,227.0
BUICK,REGAL AWD,FULL-SIZE,3.6,6.0,AS9,X,12.4,8.7,4.0,5.0,250.0
CADILLAC,ATS,COMPACT,2.0,4.0,AS8,Z,10.5,7.7,5.0,5.0,216.0
CADILLAC,ATS,COMPACT,2.0,4.0,M6,Z,12.0,8.2,5.0,5.0,240.0
CADILLAC,ATS,COMPACT,3.6,6.0,AS8,X,11.6,8.0,5.0,5.0,234.0
CADILLAC,ATS AWD,COMPACT,2.0,4.0,AS8,Z,10.8,7.9,5.0,5.0,222.0
CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS8,X,12.1,8.6,4.0,5.0,247.0
CADILLAC,ATS-V,COMPACT,3.6,6.0,AS8,Z,13.9,9.4,3.0,3.0,291.0
CADILLAC,ATS-V,COMPACT,3.6,6.0,M6,Z,14.4,10.4,3.0,3.0,295.0
CADILLAC,CT6,FULL-SIZE,2.0,4.0,AS8,Z,11.0,7.8,5.0,5.0,224.0
CADILLAC,CT6 AWD,FULL-SIZE,3.0,6.0,AS8,Z,13.0,9.1,4.0,3.0,263.0
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6.0,AS8,X,13.0,8.9,4.0,5.0,261.0
CADILLAC,CTS,MID-SIZE,2.0,4.0,AS8,Z,11.0,7.8,5.0,5.0,224.0
CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,X,11.6,8.0,5.0,5.0,234.0
CADILLAC,CTS AWD,MID-SIZE,2.0,4.0,AS8,Z,11.2,8.2,5.0,5.0,229.0
CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,X,12.1,8.6,4.0,5.0,247.0
CADILLAC,CTS Vsport,MID-SIZE,3.6,6.0,AS8,Z,15.0,9.9,3.0,3.0,311.0
